date,area,hour,time_slot,kwh
2026-02-23,A3,16,16:00-18:00,20.03
2026-02-23,A3,18,18:00-20:00,35.87
2026-02-23,A3,20,20:00-22:00,66.73
2026-02-23,A3,22,22:00-24:00,74.23
2026-02-23,A4,0,00:00-02:00,77.03
2026-02-23,A4,2,02:00-04:00,68.82
2026-02-23,A4,4,04:00-06:00,28.52
2026-02-23,A4,6,06:00-08:00,34.21
2026-02-23,A4,8,08:00-10:00,45.38
2026-02-23,A4,10,10:00-12:00,23.56
2026-02-23,A4,12,12:00-14:00,23.56
2026-02-23,A4,14,14:00-16:00,21.56
2026-02-23,A4,16,16:00-18:00,23.95
2026-02-23,A4,18,18:00-20:00,38.81
2026-02-23,A4,20,20:00-22:00,48.36
2026-02-23,A4,22,22:00-24:00,74.52
2026-02-23,A5,0,00:00-02:00,83.38
2026-02-23,A5,2,02:00-04:00,79.71
2026-02-23,A5,4,04:00-06:00,36.02
2026-02-23,A5,6,06:00-08:00,40.52
2026-02-23,A5,8,08:00-10:00,36.8
2026-02-23,A5,10,10:00-12:00,35.08
2026-02-23,A5,12,12:00-14:00,22.87
2026-02-23,A5,14,14:00-16:00,16.41
2026-02-23,A5,16,16:00-18:00,17.32
2026-02-23,A5,18,18:00-20:00,33.38
2026-02-23,A5,20,20:00-22:00,54.35
2026-02-23,A5,22,22:00-24:00,71.54
2026-02-23,A6,0,00:00-02:00,82.2
2026-02-23,A6,2,02:00-04:00,68.06
2026-02-23,A6,4,04:00-06:00,30.97
2026-02-23,A6,6,06:00-08:00,45.04
2026-02-23,A6,8,08:00-10:00,50.11
2026-02-23,A6,10,10:00-12:00,36.12
2026-02-23,A6,12,12:00-14:00,18.56
2026-02-23,A6,14,14:00-16:00,21.55
2026-02-23,A6,16,16:00-18:00,24.87
2026-02-23,A6,18,18:00-20:00,36.88
2026-02-23,A6,20,20:00-22:00,56.01
2026-02-23,A6,22,22:00-24:00,76.63
2026-02-23,B1,0,00:00-02:00,16.8
2026-02-23,B1,2,02:00-04:00,15.01
2026-02-23,B1,4,04:00-06:00,13.74
2026-02-23,B1,6,06:00-08:00,17.24
2026-02-23,B1,8,08:00-10:00,37.77
2026-02-23,B1,10,10:00-12:00,70.78
2026-02-23,B1,12,12:00-14:00,80.59
2026-02-23,B1,14,14:00-16:00,63.78
2026-02-23,B1,16,16:00-18:00,38.6
2026-02-23,B1,18,18:00-20:00,33.62
2026-02-23,B1,20,20:00-22:00,32.71
2026-02-23,B1,22,22:00-24:00,34.83
2026-02-23,B2,0,00:00-02:00,15.09
2026-02-23,B2,2,02:00-04:00,17.01
2026-02-23,B2,4,04:00-06:00,16.33
2026-02-23,B2,6,06:00-08:00,14.65
2026-02-23,B2,8,08:00-10:00,39.01
2026-02-23,B2,10,10:00-12:00,84.81
2026-02-23,B2,12,12:00-14:00,74.88
2026-02-23,B2,14,14:00-16:00,78.5
2026-02-23,B2,16,16:00-18:00,34.22
2026-02-23,B2,18,18:00-20:00,37.65
2026-02-23,B2,20,20:00-22:00,33.07
2026-02-23,B2,22,22:00-24:00,32.95
2026-02-23,B3,0,00:00-02:00,19.43
2026-02-23,B3,2,02:00-04:00,17.11
2026-02-23,B3,4,04:00-06:00,13.29
2026-02-23,B3,6,06:00-08:00,16.28
2026-02-23,B3,8,08:00-10:00,35.62
2026-02-23,B3,10,10:00-12:00,84.7
2026-02-23,B3,12,12:00-14:00,81.65
2026-02-23,B3,14,14:00-16:00,94.28
2026-02-23,B3,16,16:00-18:00,36.81
2026-02-23,B3,18,18:00-20:00,34.67
2026-02-23,B3,20,20:00-22:00,40.47
2026-02-23,B3,22,22:00-24:00,36.22
2026-02-23,C1,0,00:00-02:00,71.28
2026-02-23,C1,2,02:00-04:00,73.3
2026-02-23,C1,4,04:00-06:00,39.44
2026-02-23,C1,6,06:00-08:00,40.06
2026-02-23,C1,8,08:00-10:00,36.48
2026-02-23,C1,10,10:00-12:00,35.49
2026-02-23,C1,12,12:00-14:00,17.0
2026-02-23,C1,14,14:00-16:00,15.82
2026-02-23,C1,16,16:00-18:00,17.36
2026-02-23,C1,18,18:00-20:00,38.95
2026-02-23,C1,20,20:00-22:00,71.08
2026-02-23,C1,22,22:00-24:00,67.15
2026-02-23,C2,0,00:00-02:00,45.27
2026-02-23,C2,2,02:00-04:00,86.53
2026-02-23,C2,4,04:00-06:00,46.52
2026-02-23,C2,6,06:00-08:00,42.67
2026-02-23,C2,8,08:00-10:00,51.44
2026-02-23,C2,10,10:00-12:00,34.14
2026-02-23,C2,12,12:00-14:00,25.66
2026-02-23,C2,14,14:00-16:00,17.1
2026-02-23,C2,16,16:00-18:00,20.72
2026-02-23,C2,18,18:00-20:00,32.36
2026-02-23,C2,20,20:00-22:00,70.15
2026-02-23,C2,22,22:00-24:00,74.05
2026-02-23,C3,0,00:00-02:00,68.38
2026-02-23,C3,2,02:00-04:00,77.5
2026-02-23,C3,4,04:00-06:00,40.59
2026-02-23,C3,6,06:00-08:00,36.87
2026-02-23,C3,8,08:00-10:00,36.6
2026-02-23,C3,10,10:00-12:00,44.87
2026-02-23,C3,12,12:00-14:00,18.04
2026-02-23,C3,14,14:00-16:00,22.75
2026-02-23,C3,16,16:00-18:00,23.67
2026-02-23,C3,18,18:00-20:00,29.99
2026-02-23,C3,20,20:00-22:00,81.9
2026-02-23,C3,22,22:00-24:00,91.63
2026-02-23,C4,0,00:00-02:00,72.65
2026-02-23,C4,2,02:00-04:00,76.29
2026-02-23,C4,4,04:00-06:00,46.22
2026-02-23,C4,6,06:00-08:00,38.35
2026-02-23,C4,8,08:00-10:00,41.09
2026-02-23,C4,10,10:00-12:00,32.11
2026-02-23,C4,12,12:00-14:00,20.42
2026-02-23,C4,14,14:00-16:00,21.49
2026-02-23,C4,16,16:00-18:00,21.55
2026-02-23,C4,18,18:00-20:00,46.39
2026-02-23,C4,20,20:00-22:00,61.86
2026-02-23,C4,22,22:00-24:00,64.41
2026-02-23,C5,0,00:00-02:00,89.9
2026-02-23,C5,2,02:00-04:00,68.42
2026-02-23,C5,4,04:00-06:00,41.2
2026-02-23,C5,6,06:00-08:00,39.6
2026-02-23,C5,8,08:00-10:00,35.07
2026-02-23,C5,10,10:00-12:00,49.74
2026-02-23,C5,12,12:00-14:00,18.42
2026-02-23,C5,14,14:00-16:00,16.62
2026-02-23,C5,16,16:00-18:00,18.65
2026-02-23,C5,18,18:00-20:00,27.99
2026-02-23,C5,20,20:00-22:00,63.16
2026-02-23,C5,22,22:00-24:00,59.83
2026-02-23,C6,0,00:00-02:00,76.48
2026-02-23,C6,2,02:00-04:00,62.93
2026-02-23,C6,4,04:00-06:00,45.33
2026-02-23,C6,6,06:00-08:00,48.39
2026-02-23,C6,8,08:00-10:00,44.69
2026-02-23,C6,10,10:00-12:00,38.71
2026-02-23,C6,12,12:00-14:00,20.42
2026-02-23,C6,14,14:00-16:00,15.43
2026-02-23,C6,16,16:00-18:00,19.6
2026-02-23,C6,18,18:00-20:00,34.84
2026-02-23,C6,20,20:00-22:00,77.29
2026-02-23,C6,22,22:00-24:00,97.01
2026-02-23,Common Area,0,00:00-02:00,75.25
2026-02-23,Common Area,2,02:00-04:00,49.09
2026-02-23,Common Area,4,04:00-06:00,37.83
2026-02-23,Common Area,6,06:00-08:00,40.73
2026-02-23,Common Area,8,08:00-10:00,40.52
2026-02-23,Common Area,10,10:00-12:00,35.62
2026-02-23,Common Area,12,12:00-14:00,20.74
2026-02-23,Common Area,14,14:00-16:00,16.27
2026-02-23,Common Area,16,16:00-18:00,17.17
2026-02-23,Common Area,18,18:00-20:00,43.87
2026-02-23,Common Area,20,20:00-22:00,59.34
2026-02-23,Common Area,22,22:00-24:00,75.65
2026-02-24,A1,0,00:00-02:00,55.62
2026-02-24,A1,2,02:00-04:00,88.53
2026-02-24,A1,4,04:00-06:00,35.35
2026-02-24,A1,6,06:00-08:00,38.66
2026-02-24,A1,8,08:00-10:00,41.98
2026-02-24,A1,10,10:00-12:00,36.61
2026-02-24,A1,12,12:00-14:00,20.43
2026-02-24,A1,14,14:00-16:00,21.73
2026-02-24,A1,16,16:00-18:00,22.88
2026-02-24,A1,18,18:00-20:00,44.75
2026-02-24,A1,20,20:00-22:00,68.2
2026-02-24,A1,22,22:00-24:00,68.46
2026-02-24,A2,0,00:00-02:00,94.67
2026-02-24,A2,2,02:00-04:00,79.97
2026-02-24,A2,4,04:00-06:00,34.47
2026-02-24,A2,6,06:00-08:00,40.6
2026-02-24,A2,8,08:00-10:00,37.99
2026-02-24,A2,10,10:00-12:00,39.19
2026-02-24,A2,12,12:00-14:00,16.31
2026-02-24,A2,14,14:00-16:00,18.76
2026-02-24,A2,16,16:00-18:00,25.43
2026-02-24,A2,18,18:00-20:00,43.47
2026-02-24,A2,20,20:00-22:00,43.84
2026-02-24,A2,22,22:00-24:00,82.78
2026-02-24,A3,0,00:00-02:00,81.44
2026-02-24,A3,2,02:00-04:00,66.23
2026-02-24,A3,4,04:00-06:00,44.3
2026-02-24,A3,6,06:00-08:00,34.84
2026-02-24,A3,8,08:00-10:00,37.18
2026-02-24,A3,10,10:00-12:00,48.99
2026-02-24,A3,12,12:00-14:00,19.18
2026-02-24,A3,14,14:00-16:00,14.39
2026-02-24,A3,16,16:00-18:00,19.81
2026-02-24,A3,18,18:00-20:00,39.53
2026-02-24,A3,20,20:00-22:00,82.58
2026-02-24,A3,22,22:00-24:00,70.15
2026-02-24,A4,0,00:00-02:00,65.57
2026-02-24,A4,2,02:00-04:00,80.97
2026-02-24,A4,4,04:00-06:00,40.72
2026-02-24,A4,6,06:00-08:00,35.5
2026-02-24,A4,8,08:00-10:00,46.93
2026-02-24,A4,10,10:00-12:00,41.16
2026-02-24,A4,12,12:00-14:00,20.01
2026-02-24,A4,14,14:00-16:00,20.53
2026-02-24,A4,16,16:00-18:00,16.79
2026-02-24,A4,18,18:00-20:00,36.83
2026-02-24,A4,20,20:00-22:00,70.04
2026-02-24,A4,22,22:00-24:00,67.96
2026-02-24,A5,0,00:00-02:00,83.36
2026-02-24,A5,2,02:00-04:00,72.28
2026-02-24,A5,4,04:00-06:00,45.13
2026-02-24,A5,6,06:00-08:00,40.06
2026-02-24,A5,8,08:00-10:00,46.34
2026-02-24,A5,10,10:00-12:00,42.39
2026-02-24,A5,12,12:00-14:00,20.04
2026-02-24,A5,14,14:00-16:00,19.96
2026-02-24,A5,16,16:00-18:00,17.14
2026-02-24,A5,18,18:00-20:00,43.04
2026-02-24,A5,20,20:00-22:00,69.58
2026-02-24,A5,22,22:00-24:00,64.73
2026-02-24,A6,0,00:00-02:00,81.62
2026-02-24,A6,2,02:00-04:00,56.87
2026-02-24,A6,4,04:00-06:00,37.47
2026-02-24,A6,6,06:00-08:00,46.17
2026-02-24,A6,8,08:00-10:00,41.89
2026-02-24,A6,10,10:00-12:00,39.71
2026-02-24,A6,12,12:00-14:00,20.75
2026-02-24,A6,14,14:00-16:00,20.54
2026-02-24,A6,16,16:00-18:00,15.45
2026-02-24,A6,18,18:00-20:00,37.9
2026-02-24,A6,20,20:00-22:00,86.97
2026-02-24,A6,22,22:00-24:00,63.08
2026-02-24,B1,0,00:00-02:00,14.28
2026-02-24,B1,2,02:00-04:00,13.78
2026-02-24,B1,4,04:00-06:00,14.8
2026-02-24,B1,6,06:00-08:00,13.69
2026-02-24,B1,8,08:00-10:00,37.56
2026-02-24,B1,10,10:00-12:00,82.37
2026-02-24,B1,12,12:00-14:00,89.28
2026-02-24,B1,14,14:00-16:00,67.39
2026-02-24,B1,16,16:00-18:00,33.21
2026-02-24,B1,18,18:00-20:00,33.81
2026-02-24,B1,20,20:00-22:00,37.39
2026-02-24,B1,22,22:00-24:00,30.84
2026-02-24,B2,0,00:00-02:00,17.06
2026-02-24,B2,2,02:00-04:00,17.67
2026-02-24,B2,4,04:00-06:00,12.78
2026-02-24,B2,6,06:00-08:00,13.9
2026-02-24,B2,8,08:00-10:00,32.21
2026-02-24,B2,10,10:00-12:00,111.59
2026-02-24,B2,12,12:00-14:00,74.84
2026-02-24,B2,14,14:00-16:00,100.13
2026-02-24,B2,16,16:00-18:00,28.35
2026-02-24,B2,18,18:00-20:00,29.8
2026-02-24,B2,20,20:00-22:00,31.4
2026-02-24,B2,22,22:00-24:00,30.56
2026-02-24,B3,0,00:00-02:00,14.4
2026-02-24,B3,2,02:00-04:00,13.41
2026-02-24,B3,4,04:00-06:00,13.16
2026-02-24,B3,6,06:00-08:00,17.61
2026-02-24,B3,8,08:00-10:00,41.42
2026-02-24,B3,10,10:00-12:00,91.39
2026-02-24,B3,12,12:00-14:00,86.29
2026-02-24,B3,14,14:00-16:00,81.11
2026-02-24,B3,16,16:00-18:00,32.39
2026-02-24,B3,18,18:00-20:00,30.0
2026-02-24,B3,20,20:00-22:00,36.91
2026-02-24,B3,22,22:00-24:00,28.84
2026-02-24,C1,0,00:00-02:00,59.56
2026-02-24,C1,2,02:00-04:00,82.11
2026-02-24,C1,4,04:00-06:00,51.4
2026-02-24,C1,6,06:00-08:00,42.36
2026-02-24,C1,8,08:00-10:00,46.64
2026-02-24,C1,10,10:00-12:00,38.52
2026-02-24,C1,12,12:00-14:00,15.99
2026-02-24,C1,14,14:00-16:00,21.84
2026-02-24,C1,16,16:00-18:00,21.71
2026-02-24,C1,18,18:00-20:00,40.43
2026-02-24,C1,20,20:00-22:00,67.46
2026-02-24,C1,22,22:00-24:00,80.1
2026-02-24,C2,0,00:00-02:00,59.65
2026-02-24,C2,2,02:00-04:00,61.88
2026-02-24,C2,4,04:00-06:00,33.95
2026-02-24,C2,6,06:00-08:00,40.51
2026-02-24,C2,8,08:00-10:00,33.47
2026-02-24,C2,10,10:00-12:00,35.89
2026-02-24,C2,12,12:00-14:00,17.88
2026-02-24,C2,14,14:00-16:00,19.22
2026-02-24,C2,16,16:00-18:00,15.54
2026-02-24,C2,18,18:00-20:00,40.52
2026-02-24,C2,20,20:00-22:00,83.1
2026-02-24,C2,22,22:00-24:00,71.42
2026-02-24,C3,0,00:00-02:00,86.18
2026-02-24,C3,2,02:00-04:00,84.01
2026-02-24,C3,4,04:00-06:00,44.67
2026-02-24,C3,6,06:00-08:00,40.45
2026-02-24,C3,8,08:00-10:00,40.14
2026-02-24,C3,10,10:00-12:00,44.58
2026-02-24,C3,12,12:00-14:00,18.82
2026-02-24,C3,14,14:00-16:00,14.35
2026-02-24,C3,16,16:00-18:00,21.48
2026-02-24,C3,18,18:00-20:00,33.21
2026-02-24,C3,20,20:00-22:00,59.9
2026-02-24,C3,22,22:00-24:00,70.0
2026-02-24,C4,0,00:00-02:00,69.0
2026-02-24,C4,2,02:00-04:00,55.17
2026-02-24,C4,4,04:00-06:00,40.99
2026-02-24,C4,6,06:00-08:00,45.8
2026-02-24,C4,8,08:00-10:00,33.23
2026-02-24,C4,10,10:00-12:00,47.63
2026-02-24,C4,12,12:00-14:00,15.32
2026-02-24,C4,14,14:00-16:00,26.35
2026-02-24,C4,16,16:00-18:00,18.77
2026-02-24,C4,18,18:00-20:00,40.87
2026-02-24,C4,20,20:00-22:00,50.13
2026-02-24,C4,22,22:00-24:00,69.35
2026-02-24,C5,0,00:00-02:00,72.4
2026-02-24,C5,2,02:00-04:00,69.1
2026-02-24,C5,4,04:00-06:00,36.62
2026-02-24,C5,6,06:00-08:00,34.32
2026-02-24,C5,8,08:00-10:00,46.78
2026-02-24,C5,10,10:00-12:00,40.18
2026-02-24,C5,12,12:00-14:00,24.62
2026-02-24,C5,14,14:00-16:00,18.42
2026-02-24,C5,16,16:00-18:00,18.7
2026-02-24,C5,18,18:00-20:00,44.89
2026-02-24,C5,20,20:00-22:00,52.96
2026-02-24,C5,22,22:00-24:00,57.26
2026-02-24,C6,0,00:00-02:00,81.52
2026-02-24,C6,2,02:00-04:00,57.69
2026-02-24,C6,4,04:00-06:00,29.09
2026-02-24,C6,6,06:00-08:00,51.21
2026-02-24,C6,8,08:00-10:00,31.64
2026-02-24,C6,10,10:00-12:00,41.1
2026-02-24,C6,12,12:00-14:00,20.21
2026-02-24,C6,14,14:00-16:00,11.57
2026-02-24,C6,16,16:00-18:00,19.2
2026-02-24,C6,18,18:00-20:00,42.69
2026-02-24,C6,20,20:00-22:00,73.72
2026-02-24,C6,22,22:00-24:00,79.49
2026-02-24,Common Area,0,00:00-02:00,65.93
2026-02-24,Common Area,2,02:00-04:00,77.48
2026-02-24,Common Area,4,04:00-06:00,35.86
2026-02-24,Common Area,6,06:00-08:00,31.54
2026-02-24,Common Area,8,08:00-10:00,32.21
2026-02-24,Common Area,10,10:00-12:00,31.23
2026-02-24,Common Area,12,12:00-14:00,23.03
2026-02-24,Common Area,14,14:00-16:00,15.46
2026-02-24,Common Area,16,16:00-18:00,20.82
2026-02-24,Common Area,18,18:00-20:00,38.4
2026-02-24,Common Area,20,20:00-22:00,68.92
2026-02-24,Common Area,22,22:00-24:00,84.32
2026-02-25,A1,0,00:00-02:00,65.4
2026-02-25,A1,2,02:00-04:00,76.42
2026-02-25,A1,4,04:00-06:00,40.23
2026-02-25,A1,6,06:00-08:00,39.09
2026-02-25,A1,8,08:00-10:00,53.8
2026-02-25,A1,10,10:00-12:00,31.35
2026-02-25,A1,12,12:00-14:00,23.87
2026-02-25,A1,14,14:00-16:00,21.97
2026-02-25,A1,16,16:00-18:00,18.56
2026-02-25,A1,18,18:00-20:00,49.78
2026-02-25,A1,20,20:00-22:00,50.59
2026-02-25,A1,22,22:00-24:00,64.52
2026-02-25,A2,0,00:00-02:00,57.31
2026-02-25,A2,2,02:00-04:00,74.33
2026-02-25,A2,4,04:00-06:00,33.32
2026-02-25,A2,6,06:00-08:00,42.6
2026-02-25,A2,8,08:00-10:00,38.88
2026-02-25,A2,10,10:00-12:00,37.12
2026-02-25,A2,12,12:00-14:00,21.17
2026-02-25,A2,14,14:00-16:00,19.19
2026-02-25,A2,16,16:00-18:00,16.73
2026-02-25,A2,18,18:00-20:00,56.81
2026-02-25,A2,20,20:00-22:00,64.88
2026-02-25,A2,22,22:00-24:00,46.72
2026-02-25,A3,0,00:00-02:00,61.16
2026-02-25,A3,2,02:00-04:00,56.69
2026-02-25,A3,4,04:00-06:00,44.96
2026-02-25,A3,6,06:00-08:00,41.93
2026-02-25,A3,8,08:00-10:00,42.39
2026-02-25,A3,10,10:00-12:00,37.78
2026-02-25,A3,12,12:00-14:00,19.16
2026-02-25,A3,14,14:00-16:00,18.89
2026-02-25,A3,16,16:00-18:00,19.76
2026-02-25,A3,18,18:00-20:00,45.01
2026-02-25,A3,20,20:00-22:00,73.53
2026-02-25,A3,22,22:00-24:00,75.25
2026-02-25,A4,0,00:00-02:00,75.25
2026-02-25,A4,2,02:00-04:00,79.29
2026-02-25,A4,4,04:00-06:00,41.73
2026-02-25,A4,6,06:00-08:00,42.15
2026-02-25,A4,8,08:00-10:00,47.13
2026-02-25,A4,10,10:00-12:00,36.01
2026-02-25,A4,12,12:00-14:00,17.43
2026-02-25,A4,14,14:00-16:00,16.44
2026-02-25,A4,16,16:00-18:00,20.55
2026-02-25,A4,18,18:00-20:00,28.88
2026-02-25,A4,20,20:00-22:00,74.85
2026-02-25,A4,22,22:00-24:00,68.85
2026-02-25,A5,0,00:00-02:00,81.91
2026-02-25,A5,2,02:00-04:00,62.94
2026-02-25,A5,4,04:00-06:00,38.78
2026-02-25,A5,6,06:00-08:00,46.73
2026-02-25,A5,8,08:00-10:00,48.3
2026-02-25,A5,10,10:00-12:00,35.92
2026-02-25,A5,12,12:00-14:00,20.55
2026-02-25,A5,14,14:00-16:00,20.88
2026-02-25,A5,16,16:00-18:00,21.12
2026-02-25,A5,18,18:00-20:00,38.42
2026-02-25,A5,20,20:00-22:00,83.45
2026-02-25,A5,22,22:00-24:00,50.16
2026-02-25,A6,0,00:00-02:00,65.58
2026-02-25,A6,2,02:00-04:00,74.7
2026-02-25,A6,4,04:00-06:00,42.74
2026-02-25,A6,6,06:00-08:00,48.12
2026-02-25,A6,8,08:00-10:00,47.19
2026-02-25,A6,10,10:00-12:00,38.29
2026-02-25,A6,12,12:00-14:00,23.9
2026-02-25,A6,14,14:00-16:00,17.86
2026-02-25,A6,16,16:00-18:00,22.79
2026-02-25,A6,18,18:00-20:00,50.86
2026-02-25,A6,20,20:00-22:00,82.76
2026-02-25,A6,22,22:00-24:00,71.11
2026-02-25,B1,0,00:00-02:00,14.25
2026-02-25,B1,2,02:00-04:00,11.56
2026-02-25,B1,4,04:00-06:00,15.7
2026-02-25,B1,6,06:00-08:00,12.49
2026-02-25,B1,8,08:00-10:00,30.84
2026-02-25,B1,10,10:00-12:00,65.71
2026-02-25,B1,12,12:00-14:00,74.48
2026-02-25,B1,14,14:00-16:00,79.66
2026-02-25,B1,16,16:00-18:00,36.44
2026-02-25,B1,18,18:00-20:00,31.85
2026-02-25,B1,20,20:00-22:00,40.61
2026-02-25,B1,22,22:00-24:00,33.91
2026-02-25,B2,0,00:00-02:00,13.23
2026-02-25,B2,2,02:00-04:00,15.51
2026-02-25,B2,4,04:00-06:00,19.42
2026-02-25,B2,6,06:00-08:00,15.75
2026-02-25,B2,8,08:00-10:00,33.1
2026-02-25,B2,10,10:00-12:00,61.67
2026-02-25,B2,12,12:00-14:00,77.37
2026-02-25,B2,14,14:00-16:00,82.82
2026-02-25,B2,16,16:00-18:00,32.97
2026-02-25,B2,18,18:00-20:00,26.26
2026-02-25,B2,20,20:00-22:00,30.53
2026-02-25,B2,22,22:00-24:00,42.64
2026-02-25,B3,0,00:00-02:00,18.23
2026-02-25,B3,2,02:00-04:00,13.01
2026-02-25,B3,4,04:00-06:00,16.51
2026-02-25,B3,6,06:00-08:00,12.35
2026-02-25,B3,8,08:00-10:00,42.37
2026-02-25,B3,10,10:00-12:00,82.94
2026-02-25,B3,12,12:00-14:00,91.4
2026-02-25,B3,14,14:00-16:00,59.42
2026-02-25,B3,16,16:00-18:00,38.56
2026-02-25,B3,18,18:00-20:00,34.96
2026-02-25,B3,20,20:00-22:00,39.47
2026-02-25,B3,22,22:00-24:00,39.8
2026-02-25,C1,0,00:00-02:00,70.69
2026-02-25,C1,2,02:00-04:00,63.69
2026-02-25,C1,4,04:00-06:00,44.68
2026-02-25,C1,6,06:00-08:00,39.64
2026-02-25,C1,8,08:00-10:00,34.76
2026-02-25,C1,10,10:00-12:00,34.48
2026-02-25,C1,12,12:00-14:00,15.57
2026-02-25,C1,14,14:00-16:00,18.47
2026-02-25,C1,16,16:00-18:00,23.31
2026-02-25,C1,18,18:00-20:00,41.07
2026-02-25,C1,20,20:00-22:00,64.44
2026-02-25,C1,22,22:00-24:00,78.45
2026-02-25,C2,0,00:00-02:00,61.26
2026-02-25,C2,2,02:00-04:00,71.0
2026-02-25,C2,4,04:00-06:00,38.92
2026-02-25,C2,6,06:00-08:00,44.67
2026-02-25,C2,8,08:00-10:00,30.54
2026-02-25,C2,10,10:00-12:00,34.9
2026-02-25,C2,12,12:00-14:00,15.09
2026-02-25,C2,14,14:00-16:00,19.22
2026-02-25,C2,16,16:00-18:00,23.63
2026-02-25,C2,18,18:00-20:00,36.97
2026-02-25,C2,20,20:00-22:00,64.64
2026-02-25,C2,22,22:00-24:00,79.15
2026-02-25,C3,0,00:00-02:00,81.22
2026-02-25,C3,2,02:00-04:00,69.07
2026-02-25,C3,4,04:00-06:00,44.11
2026-02-25,C3,6,06:00-08:00,33.54
2026-02-25,C3,8,08:00-10:00,48.27
2026-02-25,C3,10,10:00-12:00,52.89
2026-02-25,C3,12,12:00-14:00,21.56
2026-02-25,C3,14,14:00-16:00,13.75
2026-02-25,C3,16,16:00-18:00,18.33
2026-02-25,C3,18,18:00-20:00,43.68
2026-02-25,C3,20,20:00-22:00,65.57
2026-02-25,C3,22,22:00-24:00,83.36
2026-02-25,C4,0,00:00-02:00,76.18
2026-02-25,C4,2,02:00-04:00,62.58
2026-02-25,C4,4,04:00-06:00,40.19
2026-02-25,C4,6,06:00-08:00,34.64
2026-02-25,C4,8,08:00-10:00,38.9
2026-02-25,C4,10,10:00-12:00,36.67
2026-02-25,C4,12,12:00-14:00,23.52
2026-02-25,C4,14,14:00-16:00,26.35
2026-02-25,C4,16,16:00-18:00,15.71
2026-02-25,C4,18,18:00-20:00,28.46
2026-02-25,C4,20,20:00-22:00,67.43
2026-02-25,C4,22,22:00-24:00,54.06
2026-02-25,C5,0,00:00-02:00,70.49
2026-02-25,C5,2,02:00-04:00,77.86
2026-02-25,C5,4,04:00-06:00,48.96
2026-02-25,C5,6,06:00-08:00,41.21
2026-02-25,C5,8,08:00-10:00,38.84
2026-02-25,C5,10,10:00-12:00,28.13
2026-02-25,C5,12,12:00-14:00,20.08
2026-02-25,C5,14,14:00-16:00,20.21
2026-02-25,C5,16,16:00-18:00,21.92
2026-02-25,C5,18,18:00-20:00,35.75
2026-02-25,C5,20,20:00-22:00,65.43
2026-02-25,C5,22,22:00-24:00,54.48
2026-02-25,C6,0,00:00-02:00,45.94
2026-02-25,C6,2,02:00-04:00,58.36
2026-02-25,C6,4,04:00-06:00,30.58
2026-02-25,C6,6,06:00-08:00,42.02
2026-02-25,C6,8,08:00-10:00,36.89
2026-02-25,C6,10,10:00-12:00,36.77
2026-02-25,C6,12,12:00-14:00,17.05
2026-02-25,C6,14,14:00-16:00,10.3
2026-02-25,C6,16,16:00-18:00,24.52
2026-02-25,C6,18,18:00-20:00,34.0
2026-02-25,C6,20,20:00-22:00,65.67
2026-02-25,C6,22,22:00-24:00,54.72
2026-02-25,Common Area,0,00:00-02:00,80.21
2026-02-25,Common Area,2,02:00-04:00,71.51
2026-02-25,Common Area,4,04:00-06:00,35.04
2026-02-25,Common Area,6,06:00-08:00,37.65
2026-02-25,Common Area,8,08:00-10:00,50.07
2026-02-25,Common Area,10,10:00-12:00,39.56
2026-02-25,Common Area,12,12:00-14:00,19.45
2026-02-25,Common Area,14,14:00-16:00,17.18
2026-02-25,Common Area,16,16:00-18:00,14.32
2026-02-25,Common Area,18,18:00-20:00,39.04
2026-02-25,Common Area,20,20:00-22:00,73.42
2026-02-25,Common Area,22,22:00-24:00,81.55
2026-02-26,A1,0,00:00-02:00,46.39
2026-02-26,A1,2,02:00-04:00,58.19
2026-02-26,A1,4,04:00-06:00,36.52
2026-02-26,A1,6,06:00-08:00,39.98
2026-02-26,A1,8,08:00-10:00,39.13
2026-02-26,A1,10,10:00-12:00,39.27
2026-02-26,A1,12,12:00-14:00,21.22
2026-02-26,A1,14,14:00-16:00,17.29
2026-02-26,A1,16,16:00-18:00,22.8
2026-02-26,A1,18,18:00-20:00,42.6
2026-02-26,A1,20,20:00-22:00,66.64
2026-02-26,A1,22,22:00-24:00,86.81
2026-02-26,A2,0,00:00-02:00,86.34
2026-02-26,A2,2,02:00-04:00,79.8
2026-02-26,A2,4,04:00-06:00,21.89
2026-02-26,A2,6,06:00-08:00,49.47
2026-02-26,A2,8,08:00-10:00,44.77
2026-02-26,A2,10,10:00-12:00,52.04
2026-02-26,A2,12,12:00-14:00,23.71
2026-02-26,A2,14,14:00-16:00,24.74
2026-02-26,A2,16,16:00-18:00,22.64
2026-02-26,A2,18,18:00-20:00,48.09
2026-02-26,A2,20,20:00-22:00,90.94
2026-02-26,A2,22,22:00-24:00,72.27
2026-02-26,A3,0,00:00-02:00,53.49
2026-02-26,A3,2,02:00-04:00,66.77
2026-02-26,A3,4,04:00-06:00,42.34
2026-02-26,A3,6,06:00-08:00,40.45
2026-02-26,A3,8,08:00-10:00,32.52
2026-02-26,A3,10,10:00-12:00,30.21
2026-02-26,A3,12,12:00-14:00,17.78
2026-02-26,A3,14,14:00-16:00,22.42
2026-02-26,A3,16,16:00-18:00,24.74
2026-02-26,A3,18,18:00-20:00,45.5
2026-02-26,A3,20,20:00-22:00,81.1
